Gene	score
EFNA5	0.35747
EFNB1	0.37081
EFNB2	0.19361
EFNB3	0.12462
EFR3A	0.08792
EFS	0.14682
EFTUD1	0.11472
EFTUD2	0.33699
EGF	0.97288
EGFL6	0.09271
EGFL7	0.13815
EGFLAM	0.73839
EGFR	0.98895
EGLN1	0.09555
EGLN2	0.17320
EGLN3	0.21485
EGR1	0.88685
EGR2	0.66487
EGR4	0.15084
EHBP1	0.11626
EHBP1L1	0.08888
EHD1	0.16306
EHD2	0.13604
EHD3	0.10909
EHD4	0.12232
EHF	0.12294
EHHADH	0.40821
EHMT1	0.14590
EHMT2	0.12008
EI24	0.10490
EID2	0.09734
EID2B	0.08604
EIF1AD	0.11594
EIF1AX	0.13638
EIF1B	0.11809
EIF2A	0.11166
EIF2AK1	0.29413
EIF2AK3	0.58678
EIF2B1	0.12528
EIF2B2	0.17757
EIF2B3	0.16783
EIF2B4	0.13179
EIF2B5	0.15904
EIF2S1	0.49283
EIF2S2	0.18980
EIF2S3	0.21829
EIF3B	0.13736
EIF3C	0.16254
EIF3CL	0.11770
EIF3D	0.12971
EIF3E	0.15588
EIF3F	0.11208
EIF3G	0.11809
EIF3H	0.23432
EIF3I	0.38767
EIF3J	0.14047
EIF3K	0.20297
EIF3L	0.12326
EIF3M	0.12038
EIF4A1	0.42641
EIF4A2	0.14229
EIF4A3	0.20297
EIF4B	0.27989
EIF4E	0.38765
EIF4E1B	0.10553
EIF4E2	0.09139
EIF4E3	0.11262
EIF4EBP1	0.29145
EIF4EBP2	0.11262
EIF4EBP3	0.11167
EIF4ENIF1	0.23099
EIF4G1	0.17117
EIF4G2	0.15304
EIF4H	0.15968
EIF5	0.13538
EIF5A	0.29774
EIF5A2	0.13588
EIF5AL1	0.29774
EIF5B	0.21066
EIF6	0.13443
ELAC1	0.16396
ELAC2	0.09787
ELANE	0.91567
ELAVL1	0.49283
ELAVL2	0.27035
ELAVL3	0.23372
ELAVL4	0.15149
ELF1	0.11538
ELF2	0.14089
ELF3	0.31362
ELF4	0.08696
ELF5	0.13105
ELK1	0.15613
ELK3	0.12884
ELK4	0.09592
ELL	0.16855
ELL2	0.12744
ELL3	0.08312
ELMO1	0.16577
ELMO2	0.14131
ELMO3	0.10790
ELMOD1	0.09622
ELMOD2	0.11956
ELMSAN1	0.09931
ELOF1	0.11262
ELOVL1	0.10153
ELOVL2	0.17956
ELOVL3	0.09234
ELOVL4	0.09974
ELOVL6	0.03306
ELOVL7	0.10172
ELP2	0.14455
ELP3	0.15918
ELP4	0.11067
ELP5	0.08824
ELSPBP1	0.14681
ELTD1	0.23716
EMB	0.13545
EMC1	0.11263
EMC10	0.10621
EMC2	0.11065
EMC3	0.07902
EMC4	0.12971
EMC6	0.12378
EMC7	0.11865
EMC8	0.11262
EMC9	0.09543
EMD	0.53733
EME1	0.09742
EME2	0.09565
EMG1	0.15110
EMID1	0.07814
EMILIN1	0.14760
EMILIN2	0.10129
EMILIN3	0.09871
EML1	0.16371
EML2	0.11401
EML3	0.09936
EML4	0.12830
EML5	0.11219
EMP1	0.15375
EMP3	0.15440
EMR1	0.09044
EMX1	0.16654
EMX2	0.31462
EN1	0.26527
EN2	0.41480
ENAM	0.11786
ENC1	0.11108
ENDOD1	0.10380
ENDOG	0.20079
ENG	0.76645
ENKD1	0.09867
ENO1	0.12263
ENO2	0.85833
ENO3	0.37745
ENOSF1	0.23467
ENOX1	0.11392
ENOX2	0.10711
ENPEP	0.47886
ENPP1	0.47148
ENPP2	0.19601
ENPP3	0.42297
ENPP4	0.10147
ENPP5	0.08781
ENPP7	0.14256
ENTHD1	0.07647
ENTHD2	0.08903
ENTPD1	0.23859
ENTPD2	0.15452
ENTPD3	0.16922
ENTPD4	0.15656
ENTPD5	0.17656
ENTPD6	0.11941
ENTPD7	0.14392
ENTPD8	0.14168
EOGT	0.09534
EOMES	0.33032
EP300	0.91015
EP400	0.27854
EPAS1	0.38555
EPB41	0.35913
EPB41L1	0.09363
EPB41L2	0.13219
EPB41L3	0.20412
EPB41L4A	0.10578
EPB41L4B	0.10659
EPB41L5	0.09111
EPB42	0.12721
EPC1	0.09515
EPC2	0.16034
EPCAM	0.29457
EPDR1	0.10928
EPG5	0.09992
EPGN	0.33018
EPHA1	0.17893
EPHA10	0.10146
EPHA2	0.28861
EPHA3	0.21233
EPHA4	0.21939
EPHA5	0.13579
EPHA7	0.16935
EPHA8	0.12252
EPHB1	0.22741
EPHB2	0.58013
EPHB3	0.22788
EPHB4	0.25774
EPHB6	0.22955
EPHX1	0.66493
EPHX2	0.39073
EPHX3	0.11290
EPHX4	0.10274
EPM2A	0.32511
EPN1	0.17391
EPN2	0.10187
EPN3	0.09290
EPO	0.80190
EPPIN	0.09006
EPRS	0.52905
EPS15	0.43407
EPS15L1	0.12662
EPS8	0.29870
EPS8L1	0.10672
EPS8L2	0.13493
EPS8L3	0.08886
EPSTI1	0.07438
EPX	0.27934
EPYC	0.12934
EQTN	0.06376
ERAL1	0.10585
ERAP1	0.11578
ERAP2	0.14234
ERAS	0.17203
ERBB2	0.89401
ERBB2IP	0.10863
ERBB3	0.53106
ERBB4	0.40209
ERC1	0.23338
ERC2	0.11050
ERCC1	0.70750
ERCC2	0.77072
ERCC3	0.26840
ERCC4	0.47836
ERCC5	0.49343
ERCC6	0.46867
ERCC6L	0.09735
ERCC6L2	0.08403
ERCC8	0.18568
EREG	0.43067
ERF	0.13887
ERG	0.30312
ERGIC1	0.12142
ERGIC2	0.08503
ERGIC3	0.10239
ERH	0.18619
ERI1	0.08222
ERI2	0.07048
ERI3	0.10507
ERICH1	0.07517
ERLEC1	0.10625
ERLIN1	0.10225
ERLIN2	0.11600
ERMARD	0.09330
ERMN	0.08320
ERMP1	0.09494
ERN1	0.31077
ERN2	0.11979
ERO1L	0.12942
ERP27	0.07858
ERP29	0.19858
ERP44	0.13430
ERRFI1	0.21670
ESAM	0.16638
ESCO1	0.10278
ESCO2	0.20781
ESD	0.54052
ESF1	0.09360
ESM1	0.11684
ESPL1	0.10572
ESPN	0.12971
ESR1	0.95064
ESR2	0.74862
ESRP1	0.11975
ESRRA	0.37283
ESRRB	0.20256
ESRRG	0.19444
ESX1	0.09574
ESYT1	0.10000
ESYT2	0.10633
ETAA1	0.07884
ETF1	0.37501
ETFA	0.72960
ETFB	0.27764
ETFDH	0.31484
ETHE1	0.16605
ETNK1	0.10712
ETNK2	0.08354
ETNPPL	0.17016
ETS1	0.72578
ETS2	0.55475
ETV2	0.07914
ETV3	0.24163
ETV4	0.45988
ETV5	0.10902
ETV6	0.51420
EVA1A	0.10716
EVC	0.18000
EVC2	0.13432
EVI2A	0.08018
EVI2B	0.08637
EVI5	0.10649
EVI5L	0.10843
EVL	0.16663
EVPL	0.25979
EVX1	0.12697
EVX2	0.13076
EWSR1	0.43129
EXO1	0.26115
EXOC1	0.10878
EXOC2	0.15254
EXOC3	0.17499
EXOC3L1	0.09720
EXOC5	0.11725
EXOC6	0.11456
EXOC6B	0.11124
EXOC7	0.17578
EXOC8	0.11638
EXOG	0.27260
EXOSC1	0.15588
EXOSC10	0.30625
EXOSC2	0.11634
EXOSC3	0.10928
EXOSC4	0.11809
EXOSC5	0.10940
EXOSC7	0.26851
EXOSC8	0.13727
EXOSC9	0.12274
EXPH5	0.09179
EXT1	0.26791
EXT2	0.12110
EXTL1	0.09359
EXTL2	0.12246
EXTL3	0.17708
EYA1	0.27632
EYA2	0.14915
EYA3	0.07831
EYA4	0.15999
EYS	0.08384
EZH1	0.11632
EZH2	0.31462
EZR	0.72105
F10	0.45572
F11	0.48270
F11R	0.06893
F12	0.09552
F13A1	0.59246
F13B	0.25774
F2	0.14818
F2R	0.39918
F2RL1	0.17332
F2RL2	0.10614
F2RL3	0.13885
F7	0.26819
F8	0.82924
F8A1	0.10599
F8A2	0.10599
F8A3	0.10599
F9	0.57236
FA2H	0.13138
FAAH	0.16192
FAAH2	0.11018
FABP12	0.05254
FABP2	0.29754
FABP4	0.47982
FABP5	0.13162
FABP5P3	0.13162
FABP6	0.16481
FABP7	0.13319
FABP9	0.10492
FADD	0.50068
FADS1	0.23947
FADS2	0.27803
FAF1	0.10743
FAF2	0.11640
FAH	0.24341
FAHD1	0.14417
FAHD2A	0.11160
FAHD2B	0.11353
FAIM	0.11959
FAIM2	0.11159
FAIM3	0.09949
FAM101A	0.11097
FAM101B	0.10024
FAM102A	0.12171
FAM103A1	0.10748
FAM105A	0.09828
OTULIN	0.10279
FAM107A	0.14015
FAM107B	0.08443
FAM110B	0.10844
FAM110C	0.09932
FAM114A2	0.08373
FAM115A	0.08955
FAM117B	0.10989
FAM118A	0.09201
FAM118B	0.10712
FAM120A	0.11006
FAM120B	0.08316
FAM120C	0.10318
FAM122B	0.08164
FAM124A	0.09790
FAM124B	0.09019
FAM126A	0.17004
FAM127A	0.08874
FAM129A	0.08445
FAM129B	0.10776
FAM129C	0.08410
FAM131A	0.09699
FAM131C	0.08851
FAM133A	0.09259
FAM134A	0.10022
FAM134B	0.10874
FAM135A	0.08995
FAM135B	0.09691
FAM136A	0.10874
FAM13A	0.11643
FAM13B	0.12763
FAM13C	0.07743
FAM155B	0.14169
FAM156A	0.09673
FAM156B	0.09673
FAM160A2	0.09753
FAM161B	0.08229
FAM162A	0.06397
FAM163A	0.10025
FAM167A	0.08153
FAM168A	0.11215
FAM170A	0.07670
FAM171A1	0.12496
FAM172A	0.11009
FAM173A	0.11217
FAM173B	0.10150
FAM175B	0.10946
FAM177A1	0.09455
FAM178A	0.09541
FAM179B	0.09610
FAM184A	0.09585
FAM184B	0.09640
FAM188A	0.11262
FAM189A2	0.09084
FAM189B	0.11698
FAM193A	0.08772
FAM198B	0.09902
FAM19A1	0.11262
FAM19A2	0.09934
FAM19A4	0.09240
HGH1	0.10429
FAM206A	0.13187
FAM207A	0.09244
FAM208A	0.08919
FAM208B	0.07588
FAM20A	0.11059
FAM20B	0.11201
FAM210A	0.10074
FAM210B	0.10255
LRRC75B	0.09623
FAM213A	0.11003
FAM214B	0.09296
FAM219A	0.10115
FAM21C	0.08281
FAM21D	0.08281
FAM32A	0.11262
FAM35A	0.07931
FAM35DP	0.08731
FAM3A	0.10878
FAM3B	0.08671
FAM3C	0.10378
FAM3D	0.09521
FAM43A	0.11009
FAM45A	0.07038
FAM45B	0.06956
FAM46A	0.10561
FAM46B	0.10784
FAM46C	0.11049
FAM46D	0.07473
FAM49A	0.11262
FAM49B	0.11262
FAM50A	0.14095
FAM53B	0.10449
FAM53C	0.10755
FAM57A	0.08656
FAM58A	0.09700
FAM60A	0.14896
FAM63A	0.06370
FAM64A	0.06450
FAM65A	0.08953
FAM65B	0.09809
FAM69A	0.10717
FAM69B	0.09982
FAM71B	0.07424
FAM71C	0.09345
FAM71F1	0.08670
FAM73B	0.10354
FAM76B	0.10847
FAM78A	0.12183
FAM83A	0.12489
FAM83C	0.10851
FAM83E	0.10504
FAM83F	0.12201
FAM83H	0.10604
FAM84A	0.08134
FAM86A	0.10249
FAM86B2	0.10249
FAM8A1	0.09845
FAM90A1	0.07233
FAM92A1	0.09004
FAM92A1P1	0.09004
FAM92B	0.09186
FAM96B	0.10692
FAM98A	0.10583
FAM98B	0.08332
FAN1	0.08667
FANCB	0.31695
FANCC	0.51811
FANCE	0.47640
FANCF	0.29179
FANCG	0.40608
FANCI	0.20284
FANCL	0.28376
FANCM	0.16264
FANK1	0.09413
FAP	0.24378
FAR1	0.10748
FAR2	0.13485
FARP1	0.11058
FARP2	0.19172
FARS2	0.13859
FARSA	0.19969
FARSB	0.15254
FAS	0.87160
FASLG	0.84779
FASN	0.17024
FASTK	0.20838
FASTKD3	0.06179
FASTKD5	0.08503
FAT1	0.17117
FAT2	0.09701
FAT4	0.10056
FATE1	0.10370
FAU	0.14919
FAXDC2	0.09555
FBF1	0.10300
FBLIM1	0.10649
FBLN1	0.23543
FBLN2	0.22472
FBLN5	0.17455
FBLN7	0.10055
FBN1	0.11376
FBN2	0.22936
FBN3	0.13532
FBP1	0.50695
FBP2	0.23270
FBXL12	0.11169
FBXL13	0.08853
FBXL14	0.11262
FBXL15	0.10468
FBXL16	0.10838
FBXL18	0.10131
FBXL19	0.11262
FBXL20	0.08027
FBXL21	0.06344
FBXL22	0.08576
FBXL3	0.11058
FBXL4	0.09922
FBXL5	0.10259
FBXL6	0.10079
FBXL7	0.11262
FBXL8	0.10297
FBXO11	0.12641
FBXO15	0.10715
FBXO18	0.09809
FBXO21	0.11072
FBXO24	0.10734
FBXO25	0.11096
FBXO27	0.10419
FBXO28	0.10536
FBXO3	0.19093
FBXO30	0.10474
FBXO32	0.22697
FBXO33	0.09949
FBXO34	0.09132
FBXO36	0.08157
FBXO38	0.10767
FBXO39	0.07997
FBXO4	0.10076
FBXO40	0.10260
FBXO41	0.11150
FBXO42	0.11149
FBXO43	0.10353
FBXO47	0.09302
FBXO5	0.10924
FBXO6	0.11181
FBXO7	0.13843
FBXO8	0.14376
FBXO9	0.13403
FBXW10	0.08511
FBXW11	0.16023
FBXW12	0.06211
FBXW2	0.09352
FBXW4	0.11558
FBXW5	0.12028
FBXW7	0.62169
FBXW8	0.27411
FBXW9	0.08056
FCAMR	0.36294
FCAR	0.10575
FCER1A	0.73135
FCER1G	0.14394
FCF1	0.13588
FCGR1A	0.26466
FCGR1B	0.07223
FCGR1C	0.26466
FCGR2B	0.12522
FCGR2C	0.12522
FCGR3A	0.14705
FCGR3B	0.09063
FCGRT	0.41470
FCHO1	0.09810
FCHO2	0.09884
FCHSD1	0.08823
FCHSD2	0.11323
FCN2	0.09630
FCN3	0.11286
FCRL1	0.08898
FCRL2	0.07766
FCRL4	0.08563
FCRL6	0.07352
FCRLA	0.10516
FCRLB	0.11384
FDCSP	0.03189
FDFT1	0.26710
FDPS	0.35141
FDX1	0.30744
FDX1L	0.10474
FDXR	0.38259
FECH	0.30344
FEM1A	0.11703
FEM1B	0.11809
FEM1C	0.11262
FEN1	0.54258
FER	0.14420
FERD3L	0.10459
FERMT1	0.14458
FERMT2	0.13433
FERMT3	0.12600
FES	0.39964
FEV	0.19231
FEZ1	0.13366
FEZ2	0.09729
FEZF1	0.09478
FEZF2	0.14896
FFAR1	0.12937
FFAR2	0.11628
FFAR3	0.10014
FFAR4	0.11747
FGA	0.41722
FGB	0.41068
FGD1	0.28713
FGD2	0.10287
FGD3	0.14877
FGD4	0.12967
FGD6	0.09130
FGF1	0.95238
FGF10	0.45158
FGF11	0.13667
FGF12	0.17448
FGF13	0.10286
FGF14	0.17050
FGF16	0.13588
FGF17	0.11262
FGF18	0.26913
FGF19	0.15837
FGF2	0.89410
FGF20	0.23041
FGF21	0.13530
FGF22	0.12614
FGF23	0.34710
FGF3	0.41514
FGF4	0.60875
FGF5	0.22107
FGF6	0.19827
FGF7	0.58572
FGF7P2	0.58572
FGF8	0.58572
FGF9	0.31502
FGFBP1	0.10927
FGFBP3	0.09295
FGFR1	0.78607
FGFR1OP	0.25222
FGFR1OP2	0.12716
FGFR2	0.76280
FGFR3	0.78546
FGFR4	0.31636
FGFRL1	0.19079
FGG	0.35159
FGGY	0.14102
FGL2	0.32083
FGR	0.60658
FH	0.62965
FHDC1	0.08948
FHL1	0.13588
FHL2	0.43471
FHL3	0.11106
FHL5	0.10754
FHOD1	0.11325
FHOD3	0.10389
FIBCD1	0.10744
FIBIN	0.10479
FIBP	0.11018
FICD	0.11879
FIG4	0.13228
FIGF	0.18163
FIGLA	0.09641
FIGN	0.11798
FIGNL1	0.11118
FILIP1	0.10259
FILIP1L	0.09442
FIP1L1	0.14098
FIS1	0.11262
FIZ1	0.12929
FKBP10	0.10813
FKBP11	0.12101
FKBP14	0.11614
FKBP15	0.09599
FKBP1A	0.33817
FKBP1B	0.13588
FKBP2	0.15665
FKBP3	0.13947
FKBP4	0.18689
FKBP5	0.09512
FKBP6	0.13002
FKBP7	0.09204
FKBP8	0.16202
FKBP9	0.11062
FKRP	0.28737
FKTN	0.38939
FLAD1	0.23178
FLCN	0.17241
FLII	0.23356
FLNA	0.64395
FLNB	0.21590
FLNC	0.28051
FLOT1	0.19349
FLOT2	0.19444
FLRT1	0.11168
FLRT2	0.11009
FLRT3	0.12222
FLT1	0.64822
FLT3	0.35136
FLT3LG	0.14299
FLT4	0.23555
FLVCR1	0.11226
FLVCR2	0.14729
FLYWCH1	0.10918
FMN1	0.10473
FMN2	0.10224
FMNL1	0.13099
FMNL3	0.10847
FMO1	0.15488
FMO3	0.11814
FMO4	0.11163
FMO5	0.09026
FMOD	0.10833
FMR1	0.51740
FN1	0.99216
FN3K	0.13148
FNBP1	0.16385
FNBP1L	0.12559
FNBP4	0.08820
FNDC1	0.09503
FNDC3A	0.49287
FNDC3B	0.10529
FNDC4	0.11109
FNDC5	0.15416
FNIP2	0.08281
FNTA	0.10423
FNTB	0.11360
FOCAD	0.07997
FOLH1	0.43198
FOLR1	0.26385
FOLR2	0.14661
FOLR3	0.10400
FOS	0.96732
FOSB	0.43030
FOSL1	0.46150
FOSL2	0.28962
FOXA1	0.43217
FOXA2	0.65868
FOXA3	0.24480
FOXB1	0.15588
FOXB2	0.10915
FOXC1	0.29904
FOXC2	0.23829
FOXD3	0.22434
FOXD4L1	0.07954
FOXE1	0.10592
FOXF1	0.20256
FOXG1	0.69601
FOXH1	0.24185
FOXI1	0.19960
FOXJ1	0.25683
FOXJ2	0.13622
FOXJ3	0.14428
FOXK1	0.12005
FOXK2	0.20433
FOXL2	0.41578
FOXM1	0.64204
FOXN1	0.24513
FOXN2	0.16462
FOXN3	0.17554
FOXN4	0.15176
FOXO1	0.82936
FOXO3	0.59462
FOXO4	0.23122
FOXP1	0.32628
FOXP2	0.65138
FOXP3	0.53010
FOXP4	0.15286
FOXR1	0.15417
FOXR2	0.09268
FOXRED1	0.08568
FOXS1	0.09740
FPGS	0.26961
FPGT	0.10778
FPR1	0.19446
FPR2	0.22129
FPR3	0.08342
FRA10AC1	0.08299
FRAS1	0.10946
FRAT1	0.16985
FRAT2	0.13782
FREM1	0.10225
FREM2	0.11172
FREM3	0.09865
FRG1	0.13913
FRK	0.16997
FRMD3	0.11121
FRMD4A	0.10977
FRMD4B	0.10026
FRMD5	0.10982
FRMD6	0.15515
FRMD7	0.12382
FRMD8	0.10812
FRMPD1	0.09359
FRMPD2	0.09100
FRMPD4	0.09751
FRRS1	0.12535
FRRS1L	0.12030
FRS3	0.13806
FRZB	0.22445
FSCB	0.06726
FSCN1	0.42167
FSCN2	0.14299
FSD1	0.10873
FSD1L	0.10665
FSD2	0.09268
FSHB	0.81783
FSHR	0.40004
FSIP1	0.07645
FSIP2	0.07622
FST	0.48610
FSTL1	0.17050
FSTL3	0.14781
FSTL4	0.10056
FSTL5	0.09747
FTH1	0.48545
FTHL17	0.10585
FTL	0.64843
FTMT	0.20458
FTO	0.28005
FTSJ1	0.17687
FTSJ2	0.14343
FTSJ3	0.10053
FUBP1	0.16996
FUBP3	0.10802
FUCA1	0.29252
FUCA2	0.41419
FUK	0.13669
FUNDC1	0.09080
FUNDC2	0.06604
FUOM	0.09585
FURIN	0.76978
FUS	0.49093
FUT1	0.26216
FUT10	0.09649
FUT11	0.11338
FUT3	0.18780
FUT4	0.35785
FUT5	0.12025
FUT6	0.12285
FUT8	0.20101
FUT9	0.12971
FUZ	0.24864
FXN	0.39012
FXR1	0.19444
FXR2	0.14925
FXYD3	0.09495
FXYD5	0.11841
FXYD6	0.12971
FXYD7	0.11262
FYB	0.19683
FYCO1	0.09492
FYN	0.83848
FYTTD1	0.10356
FZD1	0.22819
FZD10	0.15548
FZD2	0.22085
FZD3	0.14212
FZD4	0.20970
FZD5	0.20120
FZD6	0.19092
FZD7	0.20046
FZD8	0.22085
FZR1	0.13588
G2E3	0.09390
G3BP1	0.16278
G3BP2	0.18404
G6PC	0.79464
G6PC2	0.15428
G6PC3	0.16745
G6PD	0.98951
GAA	0.93517
GAB1	0.13791
GAB2	0.45406
GAB3	0.10150
GAB4	0.06872
GABARAP	0.19444
GABARAPL1	0.14229
GABARAPL2	0.15588
GABARAPL3	0.13588
GABBR2	0.15588
GABPA	0.19130
GABPAP	0.19444
GABPB1	0.19444
GABPB2	0.09759
GABRA1	0.26790
GABRA2	0.13475
GABRA3	0.21583
GABRA4	0.13425
GABRA5	0.19440
GABRA6	0.16037
GABRB1	0.11156
GABRB2	0.15588
GABRB3	0.29110
GABRD	0.16992
GABRE	0.13483
GABRG1	0.08962
GABRG2	0.20783
GABRG3	0.10206
GABRP	0.16969
GABRQ	0.23004
GABRR1	0.12099
GABRR2	0.13026
GAD1	0.78686
GAD2	0.86241
GADD45A	0.83799
GADD45B	0.38305
GADD45G	0.22108
GADL1	0.12327
GAK	0.21456
GAL	0.42521
GAL3ST1	0.18171
GAL3ST2	0.10897
GAL3ST3	0.11032
GAL3ST4	0.09344
GALC	0.44905
GALE	0.56947
GALK2	0.14099
GALM	0.18874
GALNT1	0.11809
GALNT10	0.11161
GALNT11	0.10054
GALNT12	0.10373
GALNT13	0.07912
GALNT14	0.09129
GALNT15	0.09703
GALNT16	0.10872
GALNT18	0.09952
GALNT2	0.13430
GALNT5	0.07992
GALNT6	0.10440
GALNT7	0.10967
GALNT8	0.07267
GALNT9	0.10575
GALNTL5	0.07001
GALNTL6	0.10877
GALP	0.15102
GALR1	0.18135
GALR2	0.15927
GALR3	0.13785
GALT	0.09557
GAMT	0.18907
GAN	0.28104
GANAB	0.22864
GANC	0.73647
GAP43	0.35432
GAPDH	0.99142
GAPDHS	0.27102
GAPT	0.03086
GAPVD1	0.11468
GAR1	0.12543
GARNL3	0.10019
GARS	0.09418
GART	0.45609
GAS2	0.11293
GAS2L1	0.11947
GAS2L2	0.07053
GAS2L3	0.08968
GAS6	0.26643
GAS7	0.12766
GAS8	0.10886
GAST	0.37189
GATA1	0.70879
GATA2	0.63508
GATA3	0.82566
GATA4	0.71185
GATA5	0.30287
GATA6	0.40862
GATAD1	0.10130
GATAD2B	0.10651
GATC	0.10495
GATM	0.20718
GBA	0.63610
GBA2	0.19384
GBA3	0.47755
GBAS	0.10558
GBE1	0.45525
GBF1	0.10544
GBGT1	0.16256
GBP1	0.17326
GBP3	0.08192
GBP6	0.08911
GBP7	0.12513
GBX2	0.23775
GC	0.43038
GCA	0.18330
GCAT	0.15012
GCC1	0.11174
GCC2	0.11200
GCDH	0.68440
GCFC2	0.18863
GCG	0.84371
GCH1	0.75661
GCHFR	0.10138
GCK	0.74195
GCKR	0.18718
GCLC	0.65219
GCLM	0.34757
GCM1	0.18733
GCM2	0.14879
GCN1L1	0.39107
GCNT1	0.15899
GCNT2	0.15862
GCNT3	0.09788
GCOM1	0.10192
GCOM2	0.10192
GCSAM	0.07327
GCSH	0.16387
GDA	0.28214
GDAP1	0.16319
GDAP1L1	0.11210
GDE1	0.10770
GDF1	0.12149
GDF10	0.17481
GDF11	0.18619
GDF15	0.36016
GDF2	0.22144
GDF3	0.11410
GDF5	0.32768
GDF6	0.21387
GDF7	0.10303
GDI1	0.18356
GDI2	0.20873
GDNF	0.71389
GDPD2	0.09391
GDPD4	0.03924
GDPD5	0.10895
GEM	0.11643
GEMIN2	0.14380
GEMIN4	0.14505
GEMIN5	0.12127
GEMIN6	0.11866
GEMIN7	0.10082
GEMIN8	0.09376
GEN1	0.09830
GET4	0.09537
GFAP	0.95538
GFER	0.30380
GFI1	0.28825
GFI1B	0.15819
GFM1	0.16154
GFOD1	0.11809
GFOD2	0.11262
GFPT1	0.50919
GFPT2	0.28603
GFRA1	0.18412
GFRA2	0.14483
GFRA3	0.13852
GFRA4	0.11154
GFRAL	0.06893
GGA1	0.14460
GGA2	0.10492
GGA3	0.13562
GGACT	0.10482
GGCT	0.14664
GGCX	0.13982
GGH	0.23669
GGN	0.11413
GGNBP1	0.08696
GGPS1	0.17306
GGT1	0.82835
GGT2	0.11718
GGT3P	0.09978
GGT7	0.34383
GH1	0.25130
GHDC	0.10176
GHITM	0.11797
GHR	0.52767
GHRH	0.34400
GHRHR	0.22267
GHRL	0.35915
GHSR	0.22438
GID8	0.11262
GIF	0.32009
GIGYF1	0.14866
GIGYF2	0.11014
GIMAP2	0.06700
GIMAP4	0.06465
GIMAP5	0.11148
GIMAP6	0.07910
GIMAP8	0.05667
GIN1	0.13594
GINS1	0.14744
GINS2	0.13609
GINS4	0.14665
GIP	0.28525
GIPC1	0.19852
GIPC2	0.10725
GIPC3	0.13034
GIPR	0.16686
GIT1	0.17620
GIT2	0.11158
GJA1	0.36533
GJA10	0.09592
GJA3	0.12787
GJA5	0.17511
GJA8	0.24051
GJA9	0.12386
GJB1	0.43956
GJB2	0.50569
GJB3	0.16401
GJB4	0.11084
GJB5	0.13265
GJB6	0.32175
GJC1	0.17458
GJC2	0.13829
GJC3	0.10686
GJD2	0.19444
GJD3	0.09484
GJD4	0.09939
GK	0.44410
GK3P	0.44410
GK5	0.10568
GKAP1	0.10985
GKN2	0.08459
GLA	0.74184
GLB1L	0.12181
GLCE	0.23355
GLDC	0.31242
GLDN	0.10145
GLE1	0.10182
GLG1	0.15913
GLI1	0.56403
GLI2	0.34098
GLI3	0.10708
GLIPR1	0.08267
GLIPR1L1	0.06434
GLIPR1L2	0.07439
GLIPR2	0.12028
GLIS1	0.09750
GLIS2	0.07981
GLMN	0.11166
GLO1	0.90621
GLOD4	0.08655
GLOD5	0.11026
GLP1R	0.25668
GLP2R	0.14665
GLRA1	0.20061
GLRA2	0.31094
GLRA3	0.16306
GLRA4	0.09986
GLRB	0.14782
GLRX	0.34230
GLRX2	0.11278
GLRX3	0.14227
GLRX5	0.19900
GLRXP3	0.07814
GLS2	0.28130
GLT6D1	0.08893
GLTP	0.15588
GLTSCR1	0.12546
GLTSCR1L	0.08685
GLTSCR2	0.18135
GLUD1	0.70938
GLUD2	0.62023
GLUL	0.78759
GLYAT	0.27434
GLYCTK	0.18636
GM2A	0.19354
GMCL1	0.11371
GMCL1P1	0.11371
GMDS	0.22881
GMEB2	0.10651
GMFB	0.19194
GMFG	0.13479
GMIP	0.12719
GML	0.08759
GMNN	0.17974
GMPPA	0.11533
GMPPB	0.19615
GMPR	0.21865
GMPR2	0.24855
GMPS	0.53341
GNA11	0.17658
GNA12	0.21177
GNA13	0.12009
GNA14	0.13990
GNAI1	0.08286
GNAI2	0.25991
GNAI3	0.15588
GNAL	0.18893
GNAO1	0.17859
GNAQ	0.43956
GNAS	0.79966
GNAT1	0.18619
GNAT2	0.16824
GNAZ	0.17050
GNB1	0.25991
GNB2	0.14229
GNB2L1	0.16557
GNB3	0.28104
GNB4	0.12971
GNB5	0.15963
GNE	0.25685
GNG10	0.10299
GNG12	0.14896
GNG13	0.13588
GNG2	0.14229
GNG4	0.11016
GNG5	0.13588
GNG7	0.11262
GNG8	0.12378
GNGT1	0.17821
GNGT2	0.12971
GNL2	0.10766
GNL3	0.17418
GNL3L	0.10778
GNMT	0.31829
GNPAT	0.26501
GNPDA1	0.16395
GNPDA2	0.13986
GNPNAT1	0.12378
GNPTAB	0.14868
GNPTG	0.14352
GNRH1	0.64241
GNRH2	0.23480
GNRHR	0.23622
GNS	0.32506
GOLGA1	0.11337
GOLGA2	0.10126
GOLGA3	0.13258
GOLGA4	0.19068
GOLGA5	0.14002
GOLGA6A	0.07726
GOLGA7	0.11262
GOLGB1	0.11656
GOLIM4	0.09393
GOLM1	0.10761
GOLPH3	0.10184
GOLPH3L	0.11050
GOLT1B	0.11262
GON4L	0.08718
GOPC	0.13069
GORAB	0.08948
GORASP1	0.10211
GORASP2	0.14799
GOSR1	0.14936
GOSR2	0.11871
GOT1	0.59876
GOT2	0.97542
GP1BA	0.54988
GP2	0.17461
GP5	0.16811
GP9	0.22665
GPA33	0.09823
GPAA1	0.11978
GPALPP1	0.10394
